ID,date,month,weekday,hour,count,WEATHER_CODE
101,2016-03-14,3,Monday,Evening,1,Cloudy
101,2016-03-16,3,Wednesday,Evening,1,Not Applicable
101,2016-03-17,3,Thursday,Morning,1,Foggy
101,2016-03-18,3,Friday,Afternoon,1,Clear
101,2016-03-21,3,Monday,Morning,1,Not Applicable
101,2016-03-23,3,Wednesday,Evening,1,Clear
101,2016-03-23,3,Wednesday,Night,1,Clear
101,2016-03-26,3,Saturday,Afternoon,1,Clear
101,2016-03-26,3,Saturday,Evening,1,Clear
101,2016-03-26,3,Saturday,Morning,1,Clear
101,2016-03-29,3,Tuesday,Evening,1,Clear
101,2016-04-01,4,Friday,Evening,2,Clear
101,2016-04-01,4,Friday,Morning,1,Raining
101,2016-04-02,4,Saturday,Afternoon,2,Clear
101,2016-04-02,4,Saturday,Morning,1,Raining
101,2016-04-06,4,Wednesday,Afternoon,1,Clear
101,2016-04-06,4,Wednesday,Evening,1,Clear
101,2016-04-07,4,Thursday,Evening,1,Clear
101,2016-04-08,4,Friday,Afternoon,3,Clear
101,2016-04-12,4,Tuesday,Afternoon,1,Clear
101,2016-04-13,4,Wednesday,Evening,1,Clear
101,2016-04-15,4,Friday,Evening,1,Clear
101,2016-04-15,4,Friday,Night,1,Clear
101,2016-04-17,4,Sunday,Afternoon,1,Clear
101,2016-04-22,4,Friday,Night,1,Cloudy
101,2016-04-23,4,Saturday,Afternoon,1,Cloudy
101,2016-04-23,4,Saturday,Night,1,Cloudy
101,2016-04-25,4,Monday,Evening,2,Clear
101,2016-04-27,4,Wednesday,Evening,1,Cloudy
101,2016-04-28,4,Thursday,Afternoon,1,Cloudy
101,2016-04-29,4,Friday,Afternoon,1,Cloudy
101,2016-04-30,4,Saturday,Evening,1,Clear
101,2016-05-01,5,Sunday,Evening,1,Raining
101,2016-05-03,5,Tuesday,Evening,1,Clear
101,2016-05-05,5,Thursday,Morning,1,Cloudy
101,2016-05-05,5,Thursday,Night,1,Raining
101,2016-05-06,5,Friday,Morning,2,Raining
101,2016-05-08,5,Sunday,Night,1,Clear
101,2016-05-10,5,Tuesday,Afternoon,1,Cloudy
101,2016-05-12,5,Thursday,Night,1,Cloudy
101,2016-05-13,5,Friday,Evening,2,Clear
101,2016-05-13,5,Friday,Night,2,Clear
101,2016-05-14,5,Saturday,Afternoon,1,Not Applicable
101,2016-05-15,5,Sunday,Night,1,Clear
101,2016-05-16,5,Monday,Afternoon,1,Clear
101,2016-05-17,5,Tuesday,Evening,2,Raining
101,2016-05-17,5,Tuesday,Night,1,Clear
101,2016-05-18,5,Wednesday,Evening,1,Clear
101,2016-05-19,5,Thursday,Morning,1,Not Applicable
101,2016-05-24,5,Tuesday,Morning,1,Clear
101,2016-05-27,5,Friday,Night,1,Clear
101,2016-05-28,5,Saturday,Evening,1,Cloudy
101,2016-05-28,5,Saturday,Night,1,Clear
101,2016-05-29,5,Sunday,Afternoon,1,Clear
101,2016-05-29,5,Sunday,Evening,1,Cloudy
101,2016-05-30,5,Monday,Afternoon,1,Clear
101,2016-06-01,6,Wednesday,Evening,1,Clear
101,2016-06-04,6,Saturday,Evening,1,Cloudy
